,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,code,forename,surname,position_change
25616,25622,1084,20,117,5,18,17,17,17,0.0,70,\N,\N,62,15,1:10.001,222.065,11,VET,Sebastian,Vettel,-1
25617,25623,1084,832,6,55,3,\N,R,18,0.0,56,\N,\N,55,4,1:08.649,226.438,131,SAI,Carlos,Sainz,15
25618,25624,1084,849,3,6,17,\N,R,19,0.0,48,\N,\N,14,19,1:10.890,219.280,140,LAT,Nicholas,Latifi,2
25619,25625,1084,815,9,11,5,\N,R,20,0.0,24,\N,\N,5,20,1:11.843,216.371,130,PER,Sergio,Pérez,15
25800,25806,1095,847,131,63,1,1,1,1,26.0,71,1:38:34.044,5914044,61,1,1:13.785,210.237,1,RUS,George,Russell,0
25801,25807,1095,1,131,44,2,2,2,2,18.0,71,+1.529,5915573,63,2,1:13.942,209.791,1,HAM,Lewis,Hamilton,0
25802,25808,1095,832,6,55,7,3,3,3,15.0,71,+4.051,5918095,65,3,1:13.953,209.760,1,SAI,Carlos,Sainz,-4
25803,25809,1095,844,6,16,5,4,4,4,12.0,71,+8.441,5922485,63,6,1:14.253,208.912,1,LEC,Charles,Leclerc,-1
25804,25810,1095,4,214,14,17,5,5,5,10.0,71,+9.561,5923605,62,4,1:14.164,209.163,1,ALO,Fernando,Alonso,-12
25805,25811,1095,830,9,1,3,6,6,6,8.0,71,+10.056,5924100,64,5,1:14.195,209.076,1,VER,Max,Verstappen,3
25806,25812,1095,815,9,11,4,7,7,7,6.0,71,+14.080,5928124,62,7,1:14.283,208.828,1,PER,Sergio,Pérez,3
25807,25813,1095,839,214,31,16,8,8,8,4.0,71,+18.690,5932734,65,9,1:15.093,206.575,1,OCO,Esteban,Ocon,-8
25808,25814,1095,822,51,77,14,9,9,9,2.0,71,+22.552,5936596,62,14,1:15.511,205.432,1,BOT,Valtteri,Bottas,-5
25809,25815,1095,840,117,18,15,10,10,10,1.0,71,+23.552,5937596,50,8,1:14.831,207.299,1,STR,Lance,Stroll,-5
25810,25816,1095,20,117,5,9,11,11,11,0.0,71,+26.183,5940227,64,15,1:15.549,205.328,1,VET,Sebastian,Vettel,2
25811,25817,1095,855,51,24,13,12,12,12,0.0,71,+29.325,5943369,64,17,1:15.802,204.643,1,ZHO,Guanyu,Zhou,-1
25812,25818,1095,854,210,47,12,13,13,13,0.0,71,+29.899,5943943,63,10,1:15.251,206.142,1,MSC,Mick,Schumacher,1
25813,25819,1095,842,213,10,10,14,14,14,0.0,71,+31.867,5945911,64,12,1:15.327,205.934,1,GAS,Pierre,Gasly,4
25814,25820,1095,848,3,23,19,15,15,15,0.0,71,+36.016,5950060,49,16,1:15.613,205.155,1,ALB,Alexander,Albon,-4
25815,25821,1095,849,3,6,18,16,16,16,0.0,71,+37.038,5951082,59,11,1:15.327,205.934,1,LAT,Nicholas,Latifi,-2
25816,25822,1095,852,213,22,0,17,17,17,0.0,70,\N,\N,63,13,1:15.508,205.440,11,TSU,Yuki,Tsunoda,17
25817,25823,1095,846,1,4,6,\N,R,18,0.0,50,\N,\N,48,18,1:15.855,204.500,6,NOR,Lando,Norris,12
25818,25824,1095,825,210,20,8,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,MAG,Kevin,Magnussen,11
25819,25825,1095,817,1,3,11,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,RIC,Daniel,Ricciardo,9
25900,25906,1101,815,9,11,3,1,1,1,25.0,51,1:32:42.436,5562436,50,5,1:44.589,206.625,1,PER,Sergio,Pérez,-2
25901,25907,1101,830,9,1,2,2,2,2,18.0,51,+2.137,5564573,51,2,1:44.232,207.333,1,VER,Max,Verstappen,0
25902,25908,1101,844,6,16,1,3,3,3,15.0,51,+21.217,5583653,49,4,1:44.561,206.681,1,LEC,Charles,Leclerc,2
25903,25909,1101,4,117,14,6,4,4,4,12.0,51,+22.024,5584460,49,3,1:44.241,207.315,1,ALO,Fernando,Alonso,-2
25904,25910,1101,832,6,55,4,5,5,5,10.0,51,+45.491,5607927,48,6,1:45.175,205.474,1,SAI,Carlos,Sainz,1
25905,25911,1101,1,131,44,5,6,6,6,8.0,51,+46.145,5608581,48,7,1:45.346,205.141,1,HAM,Lewis,Hamilton,1
25906,25912,1101,840,117,18,9,7,7,7,6.0,51,+51.617,5614053,45,9,1:45.627,204.595,1,STR,Lance,Stroll,-2
25907,25913,1101,847,131,63,11,8,8,8,5.0,51,+1:14.240,5636676,51,1,1:43.370,209.062,1,RUS,George,Russell,-3
25908,25914,1101,846,1,4,7,9,9,9,2.0,51,+1:20.376,5642812,49,12,1:45.738,204.380,1,NOR,Lando,Norris,2
25909,25915,1101,852,213,22,8,10,10,10,1.0,51,+1:23.862,5646298,51,11,1:45.727,204.401,1,TSU,Yuki,Tsunoda,2
25910,25916,1101,857,1,81,10,11,11,11,0.0,51,+1:26.501,5648937,51,10,1:45.631,204.587,1,PIA,Oscar,Piastri,1
25911,25917,1101,848,3,23,12,12,12,12,0.0,51,+1:28.623,5651059,51,15,1:45.925,204.019,1,ALB,Alexander,Albon,0
25912,25918,1101,825,210,20,16,13,13,13,0.0,51,+1:29.729,5652165,51,13,1:45.850,204.164,1,MAG,Kevin,Magnussen,-3
25913,25919,1101,842,214,10,17,14,14,14,0.0,51,+1:31.332,5653768,47,8,1:45.540,204.764,1,GAS,Pierre,Gasly,-3
25914,25920,1101,839,214,31,0,15,15,15,0.0,51,+1:37.794,5660230,49,14,1:45.908,204.052,1,OCO,Esteban,Ocon,15
25915,25921,1101,858,3,2,14,16,16,16,0.0,51,+1:40.943,5663379,49,17,1:46.501,202.916,1,SAR,Logan,Sargeant,2
25916,25922,1101,807,210,27,0,17,17,17,0.0,50,\N,\N,34,18,1:46.731,202.479,11,HUL,Nico,Hülkenberg,17
25917,25923,1101,822,51,77,13,18,18,18,0.0,50,\N,\N,36,16,1:46.304,203.292,11,BOT,Valtteri,Bottas,5
25918,25924,1101,855,51,24,15,\N,R,19,0.0,36,\N,\N,31,19,1:47.553,200.931,25,ZHO,Guanyu,Zhou,4
25919,25925,1101,856,213,21,18,\N,R,20,0.0,9,\N,\N,4,20,1:48.781,198.663,3,DEV,Nyck,de Vries,2
26000,26006,1107,830,9,1,1,1,1,1,26.0,71,1:25:33.607,5133607,71,1,1:07.012,231.970,1,VER,Max,Verstappen,0
26001,26007,1107,844,6,16,2,2,2,2,18.0,71,+5.155,5138762,51,5,1:08.820,225.876,1,LEC,Charles,Leclerc,0
26002,26008,1107,815,9,11,15,3,3,3,15.0,71,+17.188,5150795,52,2,1:08.111,228.227,1,PER,Sergio,Pérez,-12
26003,26009,1107,846,1,4,4,4,4,4,12.0,71,+26.327,5159934,48,4,1:08.739,226.142,1,NOR,Lando,Norris,0
26004,26010,1107,4,117,14,7,5,5,5,10.0,71,+30.317,5163924,54,8,1:09.108,224.934,1,ALO,Fernando,Alonso,-2
26005,26011,1107,832,6,55,3,6,6,6,8.0,71,+31.377,5164984,50,6,1:08.880,225.679,1,SAI,Carlos,Sainz,3
26006,26012,1107,847,131,63,11,7,7,7,6.0,71,+48.403,5182010,49,10,1:09.283,224.366,1,RUS,George,Russell,-4
26007,26013,1107,1,131,44,5,8,8,8,4.0,71,+49.196,5182803,48,9,1:09.160,224.765,1,HAM,Lewis,Hamilton,3
26008,26014,1107,840,117,18,6,9,9,9,2.0,71,+59.043,5192650,57,3,1:08.463,227.054,1,STR,Lance,Stroll,3
26009,26015,1107,842,214,10,9,10,10,10,1.0,71,+1:07.667,5201274,48,7,1:09.046,225.136,1,GAS,Pierre,Gasly,1
26010,26016,1107,848,3,23,10,11,11,11,0.0,71,+1:19.767,5213374,53,11,1:09.560,223.473,1,ALB,Alexander,Albon,1
26011,26017,1107,855,51,24,17,12,12,12,0.0,70,\N,\N,46,14,1:09.786,222.749,11,ZHO,Guanyu,Zhou,-5
26012,26018,1107,858,3,2,18,13,13,13,0.0,70,\N,\N,45,12,1:09.611,223.309,11,SAR,Logan,Sargeant,-5
26013,26019,1107,839,214,31,12,14,14,14,0.0,70,\N,\N,50,15,1:09.797,222.714,11,OCO,Esteban,Ocon,2
26014,26020,1107,822,51,77,14,15,15,15,0.0,70,\N,\N,49,18,1:09.940,222.259,11,BOT,Valtteri,Bottas,1
26015,26021,1107,857,1,81,13,16,16,16,0.0,70,\N,\N,46,17,1:09.862,222.507,11,PIA,Oscar,Piastri,3
26016,26022,1107,856,213,21,0,17,17,17,0.0,70,\N,\N,46,16,1:09.852,222.539,11,DEV,Nyck,de Vries,17
26017,26023,1107,825,210,20,0,18,18,18,0.0,70,\N,\N,37,19,1:10.176,221.511,11,MAG,Kevin,Magnussen,18
26018,26024,1107,852,213,22,16,19,19,19,0.0,70,\N,\N,45,13,1:09.620,223.280,11,TSU,Yuki,Tsunoda,3
26019,26025,1107,807,210,27,8,\N,R,20,0.0,12,\N,\N,7,20,1:11.066,218.737,75,HUL,Nico,Hülkenberg,12
26060,26066,1110,830,9,1,6,1,1,1,25.0,44,1:22:30.450,4950450,32,2,1:48.922,231.490,1,VER,Max,Verstappen,-5
26061,26067,1110,815,9,11,2,2,2,2,18.0,44,+22.305,4972755,31,6,1:50.308,228.581,1,PER,Sergio,Pérez,0
26062,26068,1110,844,6,16,1,3,3,3,15.0,44,+32.259,4982709,30,7,1:50.436,228.316,1,LEC,Charles,Leclerc,2
26063,26069,1110,1,131,44,3,4,4,4,13.0,44,+49.671,5000121,44,1,1:47.305,234.978,1,HAM,Lewis,Hamilton,1
26064,26070,1110,4,117,14,9,5,5,5,10.0,44,+56.184,5006634,42,13,1:50.938,227.283,1,ALO,Fernando,Alonso,-4
26065,26071,1110,847,131,63,8,6,6,6,8.0,44,+1:03.101,5013551,25,11,1:50.603,227.972,1,RUS,George,Russell,-2
26066,26072,1110,846,1,4,7,7,7,7,6.0,44,+1:13.719,5024169,26,18,1:51.682,225.769,1,NOR,Lando,Norris,0
26067,26073,1110,839,214,31,14,8,8,8,4.0,44,+1:14.719,5025169,27,8,1:50.439,228.310,1,OCO,Esteban,Ocon,-6
26068,26074,1110,840,117,18,10,9,9,9,2.0,44,+1:19.340,5029790,26,16,1:51.297,226.550,1,STR,Lance,Stroll,-1
26069,26075,1110,852,213,22,11,10,10,10,1.0,44,+1:20.221,5030671,26,17,1:51.394,226.353,1,TSU,Yuki,Tsunoda,-1
26070,26076,1110,842,214,10,12,11,11,11,0.0,44,+1:23.084,5033534,25,12,1:50.911,227.339,1,GAS,Pierre,Gasly,-1
26071,26077,1110,822,51,77,13,12,12,12,0.0,44,+1:25.191,5035641,26,10,1:50.515,228.153,1,BOT,Valtteri,Bottas,-1
26072,26078,1110,855,51,24,17,13,13,13,0.0,44,+1:35.441,5045891,27,5,1:50.188,228.830,1,ZHO,Guanyu,Zhou,-4
26073,26079,1110,848,3,23,15,14,14,14,0.0,44,+1:36.184,5046634,35,3,1:49.841,229.553,1,ALB,Alexander,Albon,-1
26074,26080,1110,825,210,20,16,15,15,15,0.0,44,+1:41.754,5052204,27,14,1:50.993,227.171,1,MAG,Kevin,Magnussen,-1
26075,26081,1110,817,213,3,19,16,16,16,0.0,44,+1:43.071,5053521,25,15,1:50.994,227.169,1,RIC,Daniel,Ricciardo,-3
26076,26082,1110,858,3,2,18,17,17,17,0.0,44,+1:44.476,5054926,37,9,1:50.486,228.213,1,SAR,Logan,Sargeant,-1
26077,26083,1110,807,210,27,0,18,18,18,0.0,44,+1:50.450,5060900,26,4,1:49.907,229.415,1,HUL,Nico,Hülkenberg,18
26078,26084,1110,832,6,55,4,\N,R,19,0.0,23,\N,\N,9,19,1:53.138,222.864,130,SAI,Carlos,Sainz,15
26079,26085,1110,857,1,81,5,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,130,PIA,Oscar,Piastri,15
26160,26166,1115,830,9,1,1,1,1,1,26.0,57,1:27:39.168,5259168,56,1,1:24.319,231.364,1,VER,Max,Verstappen,0
26161,26167,1115,857,1,81,6,2,2,2,18.0,57,+4.833,5264001,48,3,1:24.921,229.724,1,PIA,Oscar,Piastri,-4
26162,26168,1115,846,1,4,10,3,3,3,15.0,57,+5.969,5265137,47,2,1:24.842,229.938,1,NOR,Lando,Norris,-7
26163,26169,1115,847,131,63,2,4,4,4,12.0,57,+34.119,5293287,35,5,1:25.770,227.450,1,RUS,George,Russell,2
26164,26170,1115,844,6,16,5,5,5,5,10.0,57,+38.976,5298144,57,4,1:24.992,229.532,1,LEC,Charles,Leclerc,0
26165,26171,1115,4,117,14,4,6,6,6,8.0,57,+49.032,5308200,57,6,1:26.045,226.723,1,ALO,Fernando,Alonso,2
26166,26172,1115,839,214,31,8,7,7,7,6.0,57,+1:02.390,5321558,42,11,1:26.450,225.661,1,OCO,Esteban,Ocon,-1
26167,26173,1115,822,51,77,9,8,8,8,4.0,57,+1:06.563,5325731,54,13,1:26.652,225.135,1,BOT,Valtteri,Bottas,-1
26168,26174,1115,855,51,24,19,9,9,9,2.0,57,+1:16.127,5335295,54,9,1:26.323,225.993,1,ZHO,Guanyu,Zhou,-10
26169,26175,1115,815,9,11,0,10,10,10,1.0,57,+1:20.181,5339349,50,7,1:26.220,226.263,1,PER,Sergio,Pérez,10
26170,26176,1115,840,117,18,16,11,11,11,0.0,57,+1:21.652,5340820,55,10,1:26.352,225.917,1,STR,Lance,Stroll,-5
26171,26177,1115,842,214,10,7,12,12,12,0.0,57,+1:22.300,5341468,49,8,1:26.310,226.027,1,GAS,Pierre,Gasly,5
26172,26178,1115,848,3,23,13,13,13,13,0.0,57,+1:31.014,5350182,57,14,1:26.666,225.098,1,ALB,Alexander,Albon,0
26173,26179,1115,825,210,20,18,14,14,14,0.0,56,\N,\N,46,15,1:27.067,224.061,11,MAG,Kevin,Magnussen,-4
26174,26180,1115,852,213,22,11,15,15,15,0.0,56,\N,\N,55,17,1:27.174,223.786,11,TSU,Yuki,Tsunoda,4
26175,26181,1115,807,210,27,14,16,16,16,0.0,56,\N,\N,45,12,1:26.489,225.559,11,HUL,Nico,Hülkenberg,2
26176,26182,1115,859,213,40,17,17,17,17,0.0,56,\N,\N,54,16,1:27.113,223.943,11,LAW,Liam,Lawson,0
26177,26183,1115,858,3,2,15,\N,R,18,0.0,40,\N,\N,31,18,1:27.983,221.729,139,SAR,Logan,Sargeant,3
26178,26184,1115,1,131,44,3,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,HAM,Lewis,Hamilton,16
26179,26185,1115,832,6,55,12,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,95,SAI,Carlos,Sainz,8
26180,26186,1116,830,9,1,6,1,1,1,25.0,56,1:35:21.362,5721362,40,9,1:40.028,198.412,1,VER,Max,Verstappen,-5
26181,26187,1116,846,1,4,2,2,2,2,18.0,56,+10.730,5732092,39,8,1:39.985,198.497,1,NOR,Lando,Norris,0
26182,26188,1116,832,6,55,4,3,3,3,15.0,56,+15.134,5736496,51,10,1:40.034,198.400,1,SAI,Carlos,Sainz,-1
26183,26189,1116,815,9,11,9,4,4,4,12.0,56,+18.460,5739822,40,5,1:39.737,198.991,1,PER,Sergio,Pérez,-5
26184,26190,1116,847,131,63,5,5,5,5,10.0,56,+24.999,5746361,48,3,1:39.393,199.680,1,RUS,George,Russell,0
26185,26191,1116,842,214,10,7,6,6,6,8.0,56,+47.996,5769358,47,11,1:40.412,197.653,1,GAS,Pierre,Gasly,-1
26186,26192,1116,840,117,18,0,7,7,7,6.0,56,+48.696,5770058,48,6,1:39.908,198.650,1,STR,Lance,Stroll,7
26187,26193,1116,852,213,22,11,8,8,8,5.0,56,+1:14.385,5795747,56,1,1:38.139,202.231,1,TSU,Yuki,Tsunoda,-3
26188,26194,1116,848,3,23,15,9,9,9,2.0,56,+1:26.714,5808076,40,15,1:41.371,195.783,1,ALB,Alexander,Albon,-6
26189,26195,1116,858,3,2,16,10,10,10,1.0,56,+1:27.998,5809360,34,14,1:41.238,196.041,1,SAR,Logan,Sargeant,-6
26190,26196,1116,807,210,27,0,11,11,11,0.0,56,+1:29.904,5811266,45,12,1:40.925,196.648,1,HUL,Nico,Hülkenberg,11
26191,26197,1116,822,51,77,13,12,12,12,0.0,56,+1:38.601,5819963,54,18,1:41.972,194.629,1,BOT,Valtteri,Bottas,-1
26192,26198,1116,855,51,24,12,13,13,13,0.0,55,\N,\N,51,17,1:41.879,194.807,11,ZHO,Guanyu,Zhou,1
26193,26199,1116,825,210,20,0,14,14,14,0.0,55,\N,\N,41,16,1:41.506,195.523,11,MAG,Kevin,Magnussen,14
26194,26200,1116,817,213,3,14,15,15,15,0.0,55,\N,\N,49,2,1:39.366,199.734,11,RIC,Daniel,Ricciardo,1
26195,26201,1116,4,117,14,0,\N,R,16,0.0,49,\N,\N,47,7,1:39.954,198.559,140,ALO,Fernando,Alonso,16
26196,26202,1116,857,1,81,10,\N,R,17,0.0,10,\N,\N,5,19,1:42.705,193.240,21,PIA,Oscar,Piastri,7
26197,26203,1116,839,214,31,8,\N,R,18,0.0,6,\N,\N,2,20,1:44.789,189.397,130,OCO,Esteban,Ocon,10
26198,26204,1116,1,131,44,3,\N,D,19,0.0,56,\N,\N,42,4,1:39.582,199.301,2,HAM,Lewis,Hamilton,16
26199,26205,1116,844,6,16,1,\N,D,20,0.0,56,\N,\N,\N,0,\N,\N,2,LEC,Charles,Leclerc,19
26220,26226,1118,830,9,1,1,1,1,1,25.0,71,1:56:48.894,7008894,68,2,1:13.422,211.277,1,VER,Max,Verstappen,0
26221,26227,1118,846,1,4,6,2,2,2,19.0,71,+8.277,7017171,61,1,1:12.486,214.005,1,NOR,Lando,Norris,-4
26222,26228,1118,4,117,14,4,3,3,3,15.0,71,+34.155,7043049,54,10,1:14.442,208.382,1,ALO,Fernando,Alonso,-1
26223,26229,1118,815,9,11,9,4,4,4,12.0,71,+34.208,7043102,55,5,1:14.124,209.276,1,PER,Sergio,Pérez,-5
26224,26230,1118,840,117,18,3,5,5,5,10.0,71,+40.845,7049739,67,4,1:14.007,209.607,1,STR,Lance,Stroll,2
26225,26231,1118,832,6,55,7,6,6,6,8.0,71,+50.188,7059082,59,9,1:14.406,208.483,1,SAI,Carlos,Sainz,-1
26226,26232,1118,842,214,10,15,7,7,7,6.0,71,+56.093,7064987,48,11,1:14.521,208.161,1,GAS,Pierre,Gasly,-8
26227,26233,1118,1,131,44,5,8,8,8,4.0,71,+1:02.859,7071753,59,12,1:14.739,207.554,1,HAM,Lewis,Hamilton,3
26228,26234,1118,852,213,22,16,9,9,9,2.0,71,+1:09.880,7078774,64,7,1:14.231,208.974,1,TSU,Yuki,Tsunoda,-7
26229,26235,1118,839,214,31,14,10,10,10,1.0,70,\N,\N,53,6,1:14.206,209.045,11,OCO,Esteban,Ocon,-4
26230,26236,1118,858,3,2,19,11,11,11,0.0,70,\N,\N,51,16,1:15.738,204.816,11,SAR,Logan,Sargeant,-8
26231,26237,1118,807,210,27,11,12,12,12,0.0,70,\N,\N,66,14,1:15.036,206.732,11,HUL,Nico,Hülkenberg,1
26232,26238,1118,817,213,3,17,13,13,13,0.0,70,\N,\N,68,3,1:13.866,210.007,11,RIC,Daniel,Ricciardo,-4
26233,26239,1118,857,1,81,10,14,14,14,0.0,69,\N,\N,66,8,1:14.310,208.752,12,PIA,Oscar,Piastri,4
26234,26240,1118,847,131,63,8,\N,R,15,0.0,57,\N,\N,55,13,1:14.934,207.014,25,RUS,George,Russell,7
26235,26241,1118,822,51,77,18,\N,R,16,0.0,39,\N,\N,20,15,1:15.731,204.835,5,BOT,Valtteri,Bottas,-2
26236,26242,1118,855,51,24,20,\N,R,17,0.0,22,\N,\N,17,17,1:16.232,203.489,5,ZHO,Guanyu,Zhou,-3
26237,26243,1118,825,210,20,12,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,4,MAG,Kevin,Magnussen,6
26238,26244,1118,848,3,23,13,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,ALB,Alexander,Albon,6
26239,26245,1118,844,6,16,0,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,5,LEC,Charles,Leclerc,20
26359,26365,1125,830,9,1,1,1,1,1,25.0,56,1:40:52.554,6052554,33,2,1:38.406,199.414,1,VER,Max,Verstappen,0
26360,26366,1125,846,1,4,4,2,2,2,18.0,56,+13.773,6066327,1,4,1:38.751,198.717,1,NOR,Lando,Norris,-2
26361,26367,1125,815,9,11,2,3,3,3,15.0,56,+19.160,6071714,33,7,1:39.388,197.444,1,PER,Sergio,Pérez,1
26362,26368,1125,844,6,16,6,4,4,4,12.0,56,+23.623,6076177,33,6,1:39.384,197.452,1,LEC,Charles,Leclerc,-2
26363,26369,1125,832,6,55,7,5,5,5,10.0,56,+33.983,6086537,19,10,1:39.764,196.700,1,SAI,Carlos,Sainz,-2
26364,26370,1125,847,131,63,8,6,6,6,8.0,56,+38.724,6091278,39,11,1:40.112,196.016,1,RUS,George,Russell,-2
26365,26371,1125,4,117,14,3,7,7,7,7.0,56,+43.414,6095968,45,1,1:37.810,200.629,1,ALO,Fernando,Alonso,4
26366,26372,1125,857,1,81,5,8,8,8,4.0,56,+56.198,6108752,1,9,1:39.739,196.749,1,PIA,Oscar,Piastri,3
26367,26373,1125,1,131,44,18,9,9,9,2.0,56,+57.986,6110540,34,14,1:40.835,194.610,1,HAM,Lewis,Hamilton,-9
26368,26374,1125,807,210,27,9,10,10,10,1.0,56,+1:00.476,6113030,32,13,1:40.815,194.649,1,HUL,Nico,Hülkenberg,1
26369,26375,1125,839,214,31,13,11,11,11,0.0,56,+1:02.812,6115366,33,15,1:40.937,194.414,1,OCO,Esteban,Ocon,-2
26370,26376,1125,848,3,23,14,12,12,12,0.0,56,+1:05.506,6118060,34,12,1:40.790,194.697,1,ALB,Alexander,Albon,-2
26371,26377,1125,842,214,10,15,13,13,13,0.0,56,+1:09.223,6121777,40,5,1:39.198,197.822,1,GAS,Pierre,Gasly,-2
26372,26378,1125,855,15,24,16,14,14,14,0.0,56,+1:11.689,6124243,42,3,1:38.633,198.955,1,ZHO,Guanyu,Zhou,-2
26373,26379,1125,840,117,18,11,15,15,15,0.0,56,+1:22.786,6135340,37,8,1:39.444,197.333,1,STR,Lance,Stroll,4
26374,26380,1125,825,210,20,17,16,16,16,0.0,56,+1:27.533,6140087,45,18,1:41.077,194.145,1,MAG,Kevin,Magnussen,-1
26375,26381,1125,858,3,2,20,17,17,17,0.0,56,+1:35.110,6147664,14,17,1:41.000,194.293,1,SAR,Logan,Sargeant,-3
26376,26382,1125,817,215,3,12,\N,R,18,0.0,33,\N,\N,16,16,1:40.994,194.304,31,RIC,Daniel,Ricciardo,6
26377,26383,1125,852,215,22,19,\N,R,19,0.0,26,\N,\N,11,20,1:41.593,193.158,31,TSU,Yuki,Tsunoda,0
26378,26384,1125,822,15,77,10,\N,R,20,0.0,19,\N,\N,11,19,1:41.276,193.763,31,BOT,Valtteri,Bottas,10
26379,26385,1126,846,1,4,5,1,1,1,25.0,57,1:30:49.876,5449876,55,5,1:30.980,214.148,1,NOR,Lando,Norris,-4
